id,start_date,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date_local,average_speed,max_speed,average_cadence,average_heartrate,max_heartrate,suffer_score
14932281459,2025-06-27T13:04:07Z,Morning Run,7645.4,2526,2785,63.0,Run,2025-06-27T09:04:07Z,3.027,4.583,78.1,145.7,167.0,14.0
14889966151,2025-06-23T11:35:30Z,Heat,12883.3,3647,3840,27.5,Run,2025-06-23T07:35:30Z,3.533,5.66,83.1,165.1,195.0,76.0
14883289690,2025-06-22T16:16:48Z,Lunch Run,8160.4,2377,2676,108.1,Run,2025-06-22T12:16:48Z,3.433,5.68,80.9,153.5,183.0,24.0
14863576798,2025-06-20T19:33:19Z,Conversational pace,16103.0,4833,4918,102.4,Run,2025-06-20T15:33:19Z,3.332,4.8,82.9,153.7,182.0,48.0
14852299208,2025-06-19T17:24:11Z,Afternoon Run,4841.0,1300,1300,20.7,Run,2025-06-19T13:24:11Z,3.724,5.0,82.3,170.3,186.0,34.0
14843015378,2025-06-18T19:17:59Z,Easy 8 @ 8(ish),12883.7,3753,3773,42.8,Run,2025-06-18T15:17:59Z,3.433,5.1,81.9,158.2,177.0,56.0
14831402038,2025-06-17T18:41:13Z,Afternoon Run,6454.6,1715,1715,28.9,Run,2025-06-17T14:41:13Z,3.764,5.38,82.4,156.6,185.0,23.0
14714148863,2025-06-06T09:10:26Z,Lunch Run,409.5,72,72,2.2,Run,2025-06-06T11:10:26Z,5.688,6.167,88.1,131.3,144.0,0.0
14687695223,2025-06-03T20:24:36Z,Afternoon Run,9663.0,2670,2766,33.0,Run,2025-06-03T16:24:36Z,3.619,5.229,83.3,154.0,172.0,29.0
14678223249,2025-06-02T21:27:22Z,Run from gym,2827.4,689,689,5.8,Run,2025-06-02T17:27:22Z,4.104,5.32,83.6,159.0,177.0,12.0
14676348543,2025-06-02T20:47:12Z,Run to gym,3227.6,881,886,44.1,Run,2025-06-02T16:47:12Z,3.664,4.567,83.1,150.2,160.0,7.0
14645317270,2025-05-30T20:41:36Z,Afternoon Run,9663.7,2650,2927,96.5,Run,2025-05-30T16:41:36Z,3.647,5.088,82.8,158.3,184.0,39.0
14624945450,2025-05-28T20:17:15Z,Old haunts,12890.3,3493,4218,46.7,Run,2025-05-28T16:17:15Z,3.69,6.017,82.6,158.3,192.0,49.0
14581349146,2025-05-24T14:34:03Z,Hills,6446.7,2043,3246,190.8,Run,2025-05-24T10:34:03Z,3.156,4.475,81.1,146.9,181.0,14.0
14501103226,2025-05-16T18:08:39Z,Last run as BC student (probably),6460.6,1798,1801,2.2,Run,2025-05-16T14:08:39Z,3.593,4.53,84.6,156.3,166.0,24.0
14492729115,2025-05-15T20:57:48Z,Afternoon Run,3803.7,909,909,3.1,Run,2025-05-15T16:57:48Z,4.184,5.4,84.5,163.0,177.0,19.0
14457828258,2025-05-12T15:55:30Z,Five around the res,13320.6,3547,3607,4.5,Run,2025-05-12T11:55:30Z,3.755,6.057,83.7,155.5,175.0,42.0
14429393000,2025-05-09T21:29:52Z,Afternoon Run,4839.6,1190,1195,0.0,Run,2025-05-09T17:29:52Z,4.067,5.717,84.3,155.7,174.0,14.0
14406154531,2025-05-07T14:00:46Z,Proper trail running is hard,11528.8,3961,5126,355.2,Run,2025-05-07T10:00:46Z,2.911,4.617,79.2,161.6,198.0,73.0
14356711829,2025-05-02T17:11:26Z,Afternoon Run,6629.1,1702,1769,0.0,Run,2025-05-02T13:11:26Z,3.895,4.52,83.2,169.3,186.0,45.0
14350428435,2025-05-02T02:33:11Z,Sunset--> Fenway,1638.3,515,564,2.6,Run,2025-05-01T22:33:11Z,3.181,6.0,79.3,144.5,159.0,2.0
14281783716,2025-04-25T12:29:01Z,Morning Run,9829.2,2687,2944,44.4,Run,2025-04-25T08:29:01Z,3.658,5.143,82.5,154.7,178.0,32.0
14255827964,2025-04-22T18:38:09Z,Couple of easy ones,12884.7,3632,3641,0.0,Run,2025-04-22T14:38:09Z,3.548,4.75,83.2,151.1,178.0,28.0
14246882481,2025-04-21T22:23:14Z,Evening Run,4843.5,1312,1525,39.1,Run,2025-04-21T18:23:14Z,3.692,5.92,82.6,168.6,187.0,33.0
14222627387,2025-04-19T12:08:11Z,Not in speed shape 😵‍💫,9670.1,2340,3277,0.0,Run,2025-04-19T08:08:11Z,4.133,7.48,85.2,152.3,172.0,26.0
14206190385,2025-04-17T16:58:26Z,Trail run,12887.7,3576,4078,192.5,Run,2025-04-17T12:58:26Z,3.604,5.82,81.3,147.6,183.0,31.0
14174536921,2025-04-14T13:16:43Z,Morning Run,4904.8,1347,1347,8.6,Run,2025-04-14T09:16:43Z,3.641,5.267,81.9,145.4,163.0,7.0
14146096861,2025-04-11T13:18:09Z,Testing the legs,8695.8,2230,2343,0.0,Run,2025-04-11T09:18:09Z,3.899,4.933,82.7,157.4,182.0,31.0
14080782669,2025-04-04T17:58:43Z,Too nice not to,9667.1,2620,2620,47.5,Run,2025-04-04T13:58:43Z,3.69,6.417,81.8,173.5,189.0,79.0
13891763264,2025-03-15T17:08:25Z,Afternoon Run,12888.2,3371,3865,91.1,Run,2025-03-15T13:08:25Z,3.823,6.16,81.9,157.1,192.0,44.0
13686934244,2025-02-21T13:23:30Z,We're so back,9677.2,2585,2585,0.0,Run,2025-02-21T08:23:30Z,3.744,4.65,81.2,150.6,165.0,19.0
13338470047,2025-01-10T19:46:10Z,Afternoon Run,4838.6,1328,1383,85.2,Run,2025-01-10T14:46:10Z,3.644,5.16,81.0,148.0,160.0,8.0
13216160714,2024-12-29T12:56:06Z,Soggy run,10467.5,2841,3246,55.5,Run,2024-12-29T07:56:06Z,3.684,5.96,83.5,155.1,170.0,34.0
13196055118,2024-12-26T18:55:13Z,Snowy trail run,8124.7,2418,3140,111.1,Run,2024-12-26T13:55:13Z,3.36,5.1,82.6,158.2,182.0,37.0
13194902993,2024-12-26T16:04:49Z,Happy Boxing Day,4942.8,1333,1333,0.0,Run,2024-12-26T11:04:49Z,3.708,4.55,81.4,161.1,178.0,24.0
13177572103,2024-12-23T22:02:15Z,Happy festivus,13059.0,3492,3492,0.0,Run,2024-12-23T17:02:15Z,3.74,5.4,81.4,164.7,194.0,71.0
13170090355,2024-12-22T17:18:11Z,Scared of the cold,13030.8,3511,3511,0.0,Run,2024-12-22T12:18:11Z,3.711,4.2,81.2,162.6,190.0,62.0
13136597315,2024-12-17T17:25:27Z,Too nice not to,16105.6,4297,4297,61.4,Run,2024-12-17T12:25:27Z,3.748,5.817,83.2,177.2,198.0,157.0
13122070738,2024-12-15T14:08:33Z,Normalize high mileage,16780.1,4862,5363,73.0,Run,2024-12-15T09:08:33Z,3.451,5.171,83.2,147.4,163.0,30.0
13109379855,2024-12-13T20:11:21Z,Treadmill,13394.8,3611,3611,0.0,Run,2024-12-13T15:11:21Z,3.709,4.1,81.3,164.1,188.0,75.0
13096972886,2024-12-12T00:30:47Z,Treadmill season is upon us,6646.6,1775,1775,0.0,Run,2024-12-11T19:30:47Z,3.745,4.29,81.5,152.9,183.0,15.0
13068774031,2024-12-07T23:51:39Z,Evening Run,3876.6,1137,1295,64.7,Run,2024-12-07T18:51:39Z,3.409,4.38,83.7,144.6,157.0,6.0
13068538617,2024-12-07T22:57:54Z,To watch the runners,5334.5,1525,1616,34.5,Run,2024-12-07T17:57:54Z,3.498,4.783,83.1,154.2,175.0,18.0
13062919469,2024-12-07T05:43:31Z,Raced the T back from Harry's,2523.8,641,641,22.8,Run,2024-12-07T00:43:31Z,3.937,4.63,82.5,168.6,181.0,16.0
13025923887,2024-12-01T18:25:37Z,Raced the T back from BU,10676.5,2788,3049,86.4,Run,2024-12-01T13:25:37Z,3.829,5.357,84.7,152.4,173.0,25.0
13002727181,2024-11-28T15:16:34Z,Morning Run,4846.9,1202,1232,42.0,Run,2024-11-28T10:16:34Z,4.032,6.38,84.3,172.5,196.0,38.0
12982659955,2024-11-25T20:14:36Z,Afternoon Run,7258.5,1906,2410,64.5,Run,2024-11-25T15:14:36Z,3.808,5.967,82.1,166.9,190.0,47.0
12960387789,2024-11-22T18:48:49Z,Cheeky long run,19319.2,5130,6308,89.1,Run,2024-11-22T13:48:49Z,3.766,5.183,82.6,165.5,193.0,120.0
12813167242,2024-11-03T12:00:39Z,Cambridge half,21047.8,5186,5264,38.3,Run,2024-11-03T07:00:39Z,4.059,6.583,85.6,173.0,192.0,160.0
12805187844,2024-11-02T14:02:47Z,Morning Run,4848.5,1373,1441,22.5,Run,2024-11-02T10:02:47Z,3.531,4.657,83.3,145.7,159.0,8.0
12792933374,2024-10-31T22:35:17Z,1000 miles in 2024,4043.3,1122,1122,29.5,Run,2024-10-31T18:35:17Z,3.604,5.1,82.0,145.5,163.0,6.0
12785116434,2024-10-30T21:38:51Z,Afternoon Run,6449.2,1724,1801,38.4,Run,2024-10-30T17:38:51Z,3.741,5.313,82.4,151.9,167.0,15.0
12776761495,2024-10-29T20:55:54Z,Afternoon Run,6770.8,1677,1965,0.0,Run,2024-10-29T16:55:54Z,4.037,5.677,84.7,161.7,185.0,31.0
12758272169,2024-10-27T13:14:44Z,The hay is in the barn,16105.1,4346,4802,79.6,Run,2024-10-27T09:14:44Z,3.706,5.777,84.1,155.6,180.0,55.0
12743585846,2024-10-25T19:03:33Z,Afternoon Run,9672.7,2464,3047,50.2,Run,2024-10-25T15:03:33Z,3.926,6.733,84.5,154.2,177.0,31.0
12733392181,2024-10-24T12:04:21Z,One of those days,9661.9,2757,3377,101.2,Run,2024-10-24T08:04:21Z,3.505,4.762,83.6,148.6,181.0,23.0
12729430792,2024-10-23T21:59:43Z,Afternoon Run,8060.2,2163,2408,52.2,Run,2024-10-23T17:59:43Z,3.726,4.988,82.8,151.7,166.0,20.0
12720725960,2024-10-22T20:52:56Z,Intervals,9679.6,2607,2888,3.0,Run,2024-10-22T16:52:56Z,3.713,6.608,83.7,148.1,175.0,21.0
12703547856,2024-10-20T17:16:55Z,Afternoon Run,4031.6,1288,1489,22.5,Run,2024-10-20T13:16:55Z,3.13,4.127,82.2,136.2,153.0,5.0
12692968576,2024-10-19T12:17:24Z,Trust the Process,22548.5,6070,6444,122.4,Run,2024-10-19T08:17:24Z,3.715,5.224,85.3,152.3,180.0,57.0
12687369607,2024-10-18T18:55:14Z,Afternoon Run,9664.1,2733,3428,99.8,Run,2024-10-18T14:55:14Z,3.536,4.55,83.8,153.1,176.0,30.0
12679659672,2024-10-17T17:43:04Z,Intervals,10297.7,2663,2920,0.0,Run,2024-10-17T13:43:04Z,3.867,5.427,84.3,151.2,170.0,24.0
12672863073,2024-10-16T20:29:33Z,The classic loop,12882.9,3225,3545,91.9,Run,2024-10-16T16:29:33Z,3.995,7.949,84.0,167.1,194.0,75.0
12624268866,2024-10-10T19:03:12Z,Afternoon Run,9054.6,2468,2818,93.1,Run,2024-10-10T15:03:12Z,3.669,5.27,85.9,152.3,165.0,24.0
12617003530,2024-10-09T20:05:30Z,Afternoon Run,12886.6,3513,4143,126.1,Run,2024-10-09T16:05:30Z,3.668,4.7,84.4,150.6,163.0,29.0
12609031856,2024-10-08T20:41:32Z,Speed work,8858.6,2263,2263,2.3,Run,2024-10-08T16:41:32Z,3.915,6.438,85.4,155.2,167.0,28.0
12600556921,2024-10-07T19:57:05Z,Afternoon Run,8056.2,2264,2340,67.0,Run,2024-10-07T15:57:05Z,3.558,5.068,83.7,150.0,163.0,18.0
12591360552,2024-10-06T14:04:27Z,Long run,19319.7,5271,5569,67.5,Run,2024-10-06T10:04:27Z,3.665,5.074,85.1,164.5,189.0,110.0
12572190063,2024-10-04T12:38:24Z,Morning Run,4832.3,1434,1434,58.3,Run,2024-10-04T08:38:24Z,3.37,4.216,84.4,146.3,157.0,7.0
12568046477,2024-10-03T21:04:19Z,4.5 on,9658.5,2487,2636,0.0,Run,2024-10-03T17:04:19Z,3.884,4.753,85.5,160.8,182.0,46.0
12560199510,2024-10-02T21:11:43Z,Afternoon Run,13683.8,3718,4384,83.0,Run,2024-10-02T17:11:43Z,3.68,5.624,84.3,153.1,173.0,39.0
12551774056,2024-10-01T21:05:17Z,Afternoon Run,9700.6,2574,2720,63.7,Run,2024-10-01T17:05:17Z,3.769,6.34,83.9,150.5,162.0,19.0
12532188748,2024-09-29T11:30:29Z,Morning Run,16102.8,4503,4787,91.4,Run,2024-09-29T07:30:29Z,3.576,5.952,84.7,155.5,188.0,55.0
12523175495,2024-09-28T11:57:40Z,Game day shakeout,5510.6,1618,1767,37.3,Run,2024-09-28T07:57:40Z,3.406,4.673,83.4,146.4,161.0,10.0
12518180187,2024-09-27T18:49:47Z,Afternoon Run,10481.8,2859,3243,84.4,Run,2024-09-27T14:49:47Z,3.666,5.89,83.9,157.5,192.0,42.0
12503948875,2024-09-25T20:05:40Z,It's running season,12896.3,3504,4061,110.5,Run,2024-09-25T16:05:40Z,3.68,5.506,84.8,152.0,165.0,32.0
12495733557,2024-09-24T20:40:41Z,Worth it,9665.9,2547,2947,103.5,Run,2024-09-24T16:40:41Z,3.795,5.006,83.9,151.4,164.0,24.0
12476472654,2024-09-22T13:04:24Z,Morning Run,16100.1,4483,4764,124.8,Run,2024-09-22T09:04:24Z,3.591,5.174,85.1,158.0,183.0,67.0
12462030863,2024-09-20T21:49:27Z,Afternoon Run,9664.2,2727,3185,87.8,Run,2024-09-20T17:49:27Z,3.544,5.362,83.5,,,
12454568579,2024-09-19T22:18:40Z,Evening Run,9670.9,2573,2852,115.1,Run,2024-09-19T18:18:40Z,3.759,5.652,83.5,,,
12440934498,2024-09-18T11:21:07Z,Morning Run,6755.9,1898,2004,51.4,Run,2024-09-18T07:21:07Z,3.559,4.62,84.4,,,
12428109382,2024-09-16T21:21:43Z,🫠,12883.0,3333,3830,89.7,Run,2024-09-16T17:21:43Z,3.865,5.042,84.7,,,
12402539720,2024-09-13T21:08:24Z,Grog,3537.4,1033,1060,3.3,Run,2024-09-13T17:08:24Z,3.424,7.324,83.9,,,
12395376041,2024-09-12T21:27:09Z,Afternoon Run,9073.9,2522,2653,63.9,Run,2024-09-12T17:27:09Z,3.598,5.448,83.9,,,
12383026761,2024-09-11T11:21:41Z,Morning Run,12895.2,3508,3847,124.2,Run,2024-09-11T07:21:41Z,3.676,5.697,84.3,,,
12378451902,2024-09-10T20:39:22Z,Afternoon Run,8056.9,2082,2227,81.7,Run,2024-09-10T16:39:22Z,3.87,6.618,84.6,,,
12357596268,2024-09-08T11:31:54Z,Morning Run,4863.2,1368,1368,38.2,Run,2024-09-08T07:31:54Z,3.555,5.254,,,,
12350772958,2024-09-07T15:09:49Z,Lunch Run,8134.2,2200,2388,61.2,Run,2024-09-07T11:09:49Z,3.697,6.168,,,,
12343990273,2024-09-06T20:37:44Z,Afternoon Run,8866.9,2496,2808,72.1,Run,2024-09-06T16:37:44Z,3.552,6.048,,,,
12333252072,2024-09-05T14:15:49Z,Morning Run,8155.1,2164,2400,76.9,Run,2024-09-05T10:15:49Z,3.769,6.438,,,,
12318933445,2024-09-03T20:27:18Z,Afternoon Run,12080.5,3204,3562,108.3,Run,2024-09-03T16:27:18Z,3.77,6.45,,,,
12302440876,2024-09-01T22:54:01Z,Evening Run,6842.1,1912,2147,56.1,Run,2024-09-01T18:54:01Z,3.579,5.208,,,,
12289189633,2024-08-31T12:33:01Z,Morning Run,6442.3,1794,1794,42.9,Run,2024-08-31T08:33:01Z,3.591,6.758,,,,
12285732434,2024-08-31T03:35:08Z,Home again home again,1618.9,433,438,47.6,Run,2024-08-30T23:35:08Z,3.739,8.492,83.1,,,
12277429795,2024-08-29T23:05:06Z,Too nice not to,12896.6,3455,3624,113.5,Run,2024-08-29T19:05:06Z,3.733,7.678,83.3,,,
12268467773,2024-08-28T22:37:18Z,lil' res,5069.3,1360,1418,49.3,Run,2024-08-28T18:37:18Z,3.727,5.858,,,,
12259100628,2024-08-27T20:45:37Z,Afternoon Run,6442.9,1748,1947,49.1,Run,2024-08-27T16:45:37Z,3.686,6.33,83.1,,,
12239924195,2024-08-25T13:36:27Z,Happy Sunday‼️,19315.0,6184,7269,115.9,Run,2024-08-25T09:36:27Z,3.123,5.81,,,,
12225416856,2024-08-23T22:40:29Z,Evening Run,8055.9,2198,2328,84.3,Run,2024-08-23T18:40:29Z,3.665,9.232,83.6,,,
12206536409,2024-08-21T16:31:33Z,Lunch Run,5158.5,1334,1461,33.7,Run,2024-08-21T12:31:33Z,3.867,6.492,82.7,,,
12198987853,2024-08-20T18:27:01Z,Afternoon Run,11277.2,3024,3342,90.5,Run,2024-08-20T14:27:01Z,3.729,7.112,83.1,,,
12172059296,2024-08-17T14:44:09Z,7 for 7 year 2,11271.0,3713,4097,21.8,Run,2024-08-17T10:44:09Z,3.036,5.188,81.2,,,
12165723770,2024-08-16T21:58:15Z,Evening Run,4481.7,1201,1201,18.2,Run,2024-08-16T17:58:15Z,3.732,5.168,,,,
12158387888,2024-08-15T23:17:04Z,New hat‼️,8417.4,2241,2500,80.3,Run,2024-08-15T19:17:04Z,3.756,5.512,,,,
12140651321,2024-08-13T20:58:08Z,Afternoon Run,12882.3,3517,3980,103.6,Run,2024-08-13T16:58:08Z,3.663,6.798,83.1,,,
12132119349,2024-08-12T23:01:34Z,Evening Run,5789.1,1506,1946,53.2,Run,2024-08-12T19:01:34Z,3.844,6.152,84.1,,,
12123490928,2024-08-11T20:08:52Z,Afternoon Run,8056.7,2185,2673,33.3,Run,2024-08-11T16:08:52Z,3.687,6.536,83.9,,,
12106836522,2024-08-09T23:37:50Z,Evening Run,4840.4,1306,1311,40.9,Run,2024-08-09T19:37:50Z,3.706,5.762,82.9,,,
12099172495,2024-08-08T23:02:28Z,Evening Run,8061.0,2189,2357,63.8,Run,2024-08-08T19:02:28Z,3.682,7.8,82.7,,,
12073044355,2024-08-05T23:40:33Z,Little LSD to cure the Monday blues,12889.6,3657,3657,81.6,Run,2024-08-05T19:40:33Z,3.525,5.274,83.0,,,
12064643529,2024-08-04T23:28:39Z,Dreadmill because thunder,4837.4,1227,1286,0.0,Run,2024-08-04T19:28:39Z,3.942,4.307,80.5,,,
12056008275,2024-08-03T23:45:32Z,Evening Run,8060.7,2067,2490,54.1,Run,2024-08-03T19:45:32Z,3.9,5.458,83.7,,,
12047423033,2024-08-02T20:50:02Z,Humid 🫤,9666.3,2694,3081,75.5,Run,2024-08-02T16:50:02Z,3.588,7.1,83.1,,,
12031765914,2024-08-01T00:07:59Z,Evening Run,4028.9,1052,1114,23.0,Run,2024-07-31T20:07:59Z,3.83,6.094,83.7,,,
12014498028,2024-07-29T23:48:51Z,Evening Run,8064.3,2182,2201,49.0,Run,2024-07-29T19:48:51Z,3.696,6.18,82.6,,,
11989769505,2024-07-26T22:00:13Z,Blessing of the fleet‼️,16228.7,4529,4621,68.1,Run,2024-07-26T18:00:13Z,3.583,4.678,,,,
11982041564,2024-07-26T00:08:43Z,Evening Run,3231.4,899,899,5.0,Run,2024-07-25T20:08:43Z,3.594,5.702,82.4,,,
11973119398,2024-07-24T22:02:25Z,Evening Run,4925.6,1325,1325,39.9,Run,2024-07-24T18:02:25Z,3.717,6.242,83.9,,,
11956088924,2024-07-22T23:12:01Z,The River Styx would do me no good,8865.7,2489,2489,33.2,Run,2024-07-22T19:12:01Z,3.562,4.676,82.7,,,
11948115378,2024-07-21T23:31:40Z,Visiting the coolest rock in Massachusetts,5443.6,1508,1796,0.0,Run,2024-07-21T19:31:40Z,3.61,4.888,83.1,,,
11935883817,2024-07-20T13:29:39Z,Watch was being silly for the first mile,9748.7,2524,2778,42.1,Run,2024-07-20T09:29:39Z,3.862,16.102,83.7,,,
11930972342,2024-07-19T22:53:24Z,Evening Run,9840.8,2661,2663,79.1,Run,2024-07-19T18:53:24Z,3.698,6.072,83.7,,,
11914441335,2024-07-17T20:47:45Z,Raced the T for 4 miles,12884.6,3349,3802,100.4,Run,2024-07-17T16:47:45Z,3.847,9.698,82.6,,,
11890291480,2024-07-14T23:28:33Z,Evening Run,6443.8,1754,1766,58.0,Run,2024-07-14T19:28:33Z,3.674,6.026,83.5,,,
11878623467,2024-07-13T13:06:25Z,Yea that's good enough,16097.8,4841,7030,184.7,Run,2024-07-13T09:06:25Z,3.325,9.243,81.5,,,
11872748113,2024-07-12T20:32:43Z,Afternoon Run,7255.8,1911,1917,14.5,Run,2024-07-12T16:32:43Z,3.797,5.384,83.5,,,
11857913714,2024-07-10T22:05:24Z,Evening Run,4845.3,1226,1226,41.4,Run,2024-07-10T18:05:24Z,3.952,6.23,83.7,,,
11841734184,2024-07-08T22:56:46Z,Evening Run,7267.2,1963,2063,66.8,Run,2024-07-08T18:56:46Z,3.702,5.886,82.7,,,
11825595895,2024-07-06T23:15:11Z,Evening Run,8070.5,2139,2270,29.2,Run,2024-07-06T19:15:11Z,3.773,5.702,82.6,,,
11808409458,2024-07-04T16:09:59Z,Happy 4th,12880.5,3627,4240,39.4,Run,2024-07-04T12:09:59Z,3.551,5.096,,,,
11802769220,2024-07-03T23:30:43Z,2 🥧s,10110.6,2698,2829,42.1,Run,2024-07-03T19:30:43Z,3.747,5.334,83.7,,,
11786418632,2024-07-02T00:05:18Z,Summer miles bring fall smiles,9667.7,2597,2625,40.2,Run,2024-07-01T20:05:18Z,3.723,5.826,83.3,,,
11778924147,2024-06-30T23:42:44Z,Evening Run,9832.7,2682,2866,79.0,Run,2024-06-30T19:42:44Z,3.666,5.375,82.7,,,
11763038245,2024-06-28T23:23:33Z,Evening Run,5045.0,1260,1260,41.0,Run,2024-06-28T19:23:33Z,4.004,6.806,83.8,,,
11756159588,2024-06-27T23:28:35Z,Evening Run,8069.5,2190,2681,65.4,Run,2024-06-27T19:28:35Z,3.685,8.638,82.8,,,
11748424528,2024-06-26T23:39:13Z,Evening Run,8052.3,2214,2403,29.9,Run,2024-06-26T19:39:13Z,3.637,5.103,83.1,,,
11731910224,2024-06-24T23:27:37Z,Evening Run,12889.5,3315,3488,82.9,Run,2024-06-24T19:27:37Z,3.888,6.61,84.0,,,
11723273213,2024-06-23T19:25:50Z,Afternoon Run,8634.4,2366,2670,65.4,Run,2024-06-23T15:25:50Z,3.649,4.974,82.7,,,
11712006791,2024-06-22T12:43:49Z,Morning Run,8050.4,2186,2562,71.2,Run,2024-06-22T08:43:49Z,3.683,5.73,82.9,,,
11701497428,2024-06-21T00:40:04Z,Did not beat the rain ⛈️,5947.0,1593,1738,41.4,Run,2024-06-20T20:40:04Z,3.733,4.941,82.1,,,
11677100233,2024-06-17T23:07:26Z,Evening Run,8064.3,2215,2378,66.2,Run,2024-06-17T19:07:26Z,3.641,6.27,82.9,,,
11669830374,2024-06-16T23:38:19Z,Evening Run,9689.3,2540,2651,38.7,Run,2024-06-16T19:38:19Z,3.815,8.172,83.2,,,
11659787388,2024-06-15T16:48:57Z,Lunch Run,4840.1,1330,1330,40.2,Run,2024-06-15T12:48:57Z,3.639,5.893,82.0,,,
11639587514,2024-06-12T23:46:25Z,Evening Run,12896.1,3493,3618,50.4,Run,2024-06-12T19:46:25Z,3.692,6.432,81.1,,,
11630843950,2024-06-11T22:29:15Z,Evening Run,3745.5,1160,1321,59.7,Run,2024-06-11T18:29:15Z,3.229,5.012,77.9,,,
11622678787,2024-06-10T22:10:59Z,Evening Run,9667.1,2601,2871,37.8,Run,2024-06-10T18:10:59Z,3.717,5.862,82.2,,,
11615368662,2024-06-09T20:56:30Z,Afternoon Run,11271.5,2950,3468,74.8,Run,2024-06-09T16:56:30Z,3.821,7.507,81.9,,,
11598780017,2024-06-07T21:23:10Z,Afternoon Run,11272.9,3010,3330,48.0,Run,2024-06-07T17:23:10Z,3.745,7.938,81.6,,,
11592044538,2024-06-06T23:04:07Z,Evening Run,9667.9,2610,2923,49.2,Run,2024-06-06T19:04:07Z,3.704,6.86,81.3,,,
11569761973,2024-06-04T09:44:32Z,Morning Run,6462.3,1700,1704,12.3,Run,2024-06-04T05:44:32Z,3.801,6.772,81.7,,,
11558355422,2024-06-02T17:21:15Z,GPS is on vacation,10809.2,3118,3456,13.7,Run,2024-06-02T13:21:15Z,3.467,7.165,80.4,,,
11457699074,2024-05-20T17:29:28Z,Afternoon Run,9659.7,2804,3903,63.1,Run,2024-05-20T13:29:28Z,3.445,7.33,79.0,,,
11450564035,2024-05-19T19:22:59Z,Afternoon Run,4842.6,1269,1269,40.4,Run,2024-05-19T15:22:59Z,3.816,5.312,83.1,,,
11434534397,2024-05-17T22:04:56Z,Treadmill 😐,6541.5,1665,1665,0.0,Run,2024-05-17T18:04:56Z,3.929,4.659,80.1,,,
11420498230,2024-05-15T22:33:34Z,Evening Run,12881.0,3408,3507,38.9,Run,2024-05-15T18:33:34Z,3.78,11.335,82.4,,,
11403595069,2024-05-13T19:19:33Z,The fields of NA,16103.3,4250,4962,128.2,Run,2024-05-13T15:19:33Z,3.789,7.01,82.6,,,
11388234261,2024-05-11T19:18:24Z,Afternoon Run,12083.0,3263,3502,109.9,Run,2024-05-11T15:18:24Z,3.703,8.36,82.1,,,
11372667547,2024-05-09T19:41:45Z,Afternoon Run,16104.7,4213,4814,86.8,Run,2024-05-09T15:41:45Z,3.823,5.06,82.9,,,
11356278671,2024-05-07T20:02:09Z,Afternoon Run,12881.0,3479,4237,113.6,Run,2024-05-07T16:02:09Z,3.703,5.138,81.8,,,
11342136726,2024-05-05T22:45:52Z,Evening Run,10935.4,2884,3374,87.2,Run,2024-05-05T18:45:52Z,3.792,5.665,82.4,,,
11333019649,2024-05-04T20:05:49Z,Run it out,4848.1,1278,1283,33.1,Run,2024-05-04T16:05:49Z,3.793,6.414,82.5,,,
11318049946,2024-05-02T19:45:25Z,Afternoon Run,9665.4,2625,2998,98.6,Run,2024-05-02T15:45:25Z,3.682,4.883,81.8,,,
11311119949,2024-05-01T20:51:29Z,Afternoon Run,12902.4,3545,3924,134.1,Run,2024-05-01T16:51:29Z,3.64,4.843,81.5,,,
11286956517,2024-04-28T20:46:08Z,Afternoon Run,6550.6,1781,1855,45.9,Run,2024-04-28T16:46:08Z,3.678,5.107,81.8,,,
11270472588,2024-04-26T18:38:10Z,Afternoon Run,12883.8,3197,3707,89.1,Run,2024-04-26T14:38:10Z,4.03,9.034,82.7,,,
11249193758,2024-04-23T20:02:12Z,Afternoon Run,6450.0,1693,1907,49.0,Run,2024-04-23T16:02:12Z,3.81,4.758,81.8,,,
11227051789,2024-04-20T20:42:40Z,Afternoon Run,12889.4,3559,4113,146.5,Run,2024-04-20T16:42:40Z,3.622,5.154,82.1,,,
11219350583,2024-04-19T21:19:19Z,Afternoon Run,3226.6,856,1263,2.3,Run,2024-04-19T17:19:19Z,3.769,6.367,82.7,,,
11172115939,2024-04-13T12:00:35Z,Bonkers‼️,21207.3,5495,5495,118.5,Run,2024-04-13T08:00:35Z,3.859,5.108,84.3,,,
11166520286,2024-04-12T18:44:09Z,Afternoon Run,3273.4,864,896,17.2,Run,2024-04-12T14:44:09Z,3.789,5.726,81.6,,,
11151936571,2024-04-10T18:22:54Z,Afternoon Run,6444.5,1686,1844,66.6,Run,2024-04-10T14:22:54Z,3.822,4.944,82.8,,,
11138442359,2024-04-08T23:55:57Z,Evening Run,6445.2,1697,1760,56.2,Run,2024-04-08T19:55:57Z,3.798,5.374,81.3,,,
11118748614,2024-04-06T12:26:09Z,Morning Run,5640.5,1541,1909,42.4,Run,2024-04-06T08:26:09Z,3.66,5.184,82.4,,,
11113735078,2024-04-05T17:48:09Z,Afternoon Run,12886.4,3412,3744,118.7,Run,2024-04-05T13:48:09Z,3.777,6.782,82.3,,,
11100177263,2024-04-03T18:20:10Z,Afternoon Run,9677.7,2521,2607,87.7,Run,2024-04-03T14:20:10Z,3.839,7.676,81.8,,,
